date,svm,kmeans,xgboost,random forest,neural networks,reinforcement learning,llm,transformers,gan
2023-09-01,0.0010449320794148381,0.0,0.0073145245559038665,0.003134796238244514,0.018286311389759665,0.0109717868338558,0.018286311389759665,0.004702194357366771,0.001567398119122257
2023-10-01,0.001358695652173913,0.0004528985507246377,0.008605072463768116,0.007699275362318841,0.029891304347826088,0.007699275362318841,0.036231884057971016,0.009510869565217392,0.0009057971014492754
2023-11-01,0.002201673271686482,0.00044033465433729633,0.008806693086745927,0.009687362395420519,0.02509907529722589,0.0066050198150594455,0.022457067371202115,0.00836635843240863,0.005724350506384853
2023-12-01,0.0,0.0,0.006295399515738499,0.00387409200968523,0.030508474576271188,0.009200968523002421,0.030508474576271188,0.008716707021791767,0.005811138014527845
2024-01-01,0.0018709073900841909,0.0,0.005612722170252572,0.004677268475210477,0.028999064546304958,0.01777362020579981,0.019644527595884004,0.01216089803554724,0.0009354536950420954
2024-02-01,0.008737092930897538,0.0007942811755361397,0.006354249404289118,0.011914217633042097,0.04765687053216839,0.012708498808578236,0.023828435266084195,0.017474185861795076,0.006354249404289118
2024-03-01,0.0029006526468455403,0.0,0.007251631617113851,0.00435097897026831,0.043509789702683106,0.00870195794053662,0.028281363306744016,0.013778100072516316,0.0036258158085569255
2024-04-01,0.000877963125548727,0.000877963125548727,0.003511852502194908,0.004389815627743635,0.08867427568042142,0.007023705004389816,0.021949078138718173,0.010535557506584723,0.007901668129938543
2024-05-01,0.0008547008547008547,0.0,0.003418803418803419,0.003418803418803419,0.040170940170940174,0.009401709401709401,0.03504273504273504,0.017094017094017096,0.006837606837606838
2024-06-01,0.0004868549172346641,0.0,0.005355404089581304,0.0019474196689386564,0.038461538461538464,0.007302823758519961,0.03992210321324245,0.011197663096397274,0.0034079844206426485
2024-07-01,0.00031387319522912746,0.0,0.0018832391713747645,0.002197112366603892,0.046139359698681735,0.007846829880728186,0.04362837413684871,0.009416195856873822,0.006277463904582548
2024-08-01,0.0009178522257916476,0.0,0.0032124827902707664,0.0018357044515832951,0.030289123451124368,0.011473152822395595,0.03763194125745755,0.011932078935291418,0.005966039467645709
2024-09-01,0.003443526170798898,0.0006887052341597796,0.004132231404958678,0.005509641873278237,0.06887052341597796,0.005509641873278237,0.03856749311294766,0.011707988980716254,0.005509641873278237
2024-10-01,0.0017777777777777779,0.00044444444444444447,0.0008888888888888889,0.0013333333333333333,0.05288888888888889,0.013777777777777778,0.068,0.024444444444444446,0.0071111111111111115
2024-11-01,0.009104704097116844,0.0015174506828528073,0.0035407182599898838,0.0070814365199797676,0.0622154779969651,0.0065756196256954984,0.05108750632271118,0.014668689934243804,0.009610520991401113
2024-12-01,0.002028397565922921,0.0,0.004056795131845842,0.002028397565922921,0.0486815415821501,0.018255578093306288,0.058823529411764705,0.014198782961460446,0.006085192697768763
2025-01-01,0.0026298487836949377,0.0,0.011176857330703484,0.003287310979618672,0.04142011834319527,0.011834319526627219,0.05259697567389875,0.0190664036817883,0.0046022353714661405
