date,"A - Agriculture, sylviculture et pêche",Administration/Armée,Autres services non financiers,Consulting,H - Transports et entreposage,IT Consulting,IT producers,K - Activités financières et d'assurance,Recherche,"industrie manufacturière, énergétique et minière"
2023-08-01,0.00396685842801435,0.012268129072489725,0.2112123652370081,0.19559516995302845,0.021992453297072695,0.09028348222448736,0.11628208060141441,0.09779285739747628,0.0901629921646523,0.16044361162435633
2023-09-01,0.001074296444543276,0.01398791779212514,0.22631208232200803,0.18850487407689787,0.018955994891152385,0.09978238819357575,0.11680470683307023,0.09974922159130789,0.07464447725935217,0.16018404059596725
2023-10-01,0.0010550084968689623,0.009753793974402954,0.2711558268841695,0.1747734277198251,0.018067072085292703,0.1053143602730136,0.10730287678420883,0.09305651339992617,0.06845776321701344,0.1510633571652787
2023-11-01,0.0006511949798478983,0.010697689352260596,0.2937841088049043,0.16130956628426557,0.01727991026039503,0.10977877077515995,0.10587355662847359,0.08776800386613362,0.06198626476438292,0.15087093428417656
2023-12-01,0.0009330439088219681,0.010801472976574411,0.30888752365491856,0.12752667951904836,0.01650469400060934,0.11271526784077016,0.09522519872774762,0.07971976818774695,0.055822202346698616,0.1918641488370641
2024-01-01,0.0015952955644511072,0.009415546661842942,0.30299091532149214,0.11565249616579906,0.021289825166641303,0.10192743406258538,0.11688937124821266,0.06791035818361486,0.054494348689796336,0.20783440893556424
2024-02-01,0.001869263102440533,0.006820804176539581,0.2808701625577845,0.1101483737122922,0.025322804794696174,0.10021467479168657,0.14219938714646385,0.06448946122646619,0.053672076349056144,0.21439299214257426
2024-03-01,0.0029460964819253803,0.008906196333153264,0.26696199094528444,0.10066026810069151,0.029390065757374417,0.10237469267645682,0.14230815017579845,0.04999492192442952,0.058168673415852204,0.238288944189034
2024-04-01,0.003670283770255134,0.04214452143596858,0.26216715654996103,0.09836124283296338,0.036037900908075696,0.09612297719756317,0.14282562934619852,0.04427174407491982,0.06026581091956671,0.21413273296452803
2024-05-01,0.0036089936530875333,0.042261131853696544,0.25167818877105114,0.10943127276164397,0.04702116950206448,0.1074747824701052,0.131170557390009,0.04298465161440022,0.0625351372058632,0.20183411477807872
2024-06-01,0.003198315177151704,0.04463579762909761,0.281231998931479,0.10544397329640331,0.04185990613308053,0.10857563474283247,0.12395214161460794,0.03756185749675316,0.05538565525399154,0.1981547197246028
2024-07-01,0.0017845545739471802,0.044585216750272376,0.3021574587417155,0.11564728839724958,0.03531456513282111,0.0980200062929411,0.12122440496370314,0.04032302259975285,0.04695692771866255,0.1939865548289346
2024-08-01,0.002034799763678533,0.010316160199914952,0.3629957927659615,0.12466749000892971,0.02688711601600969,0.10120431313904282,0.10866443458868924,0.038585524748322664,0.04518625342162404,0.17945811534782685
2024-09-01,0.001830034738687676,0.009401384355711613,0.3753345522137245,0.11127538117679513,0.0234084915798278,0.08946365804334613,0.11331260065598169,0.033889262710043985,0.05953409110296013,0.18255054342292132
2024-10-01,0.0022979168189568044,0.006495686890526196,0.34264087164730295,0.109546876247989,0.033831474094301275,0.1044557489719958,0.09827375207985901,0.03661893138474278,0.059599185082775494,0.20623955678155065
2024-11-01,0.0022979168189568044,0.0033725424160236904,0.32470900987044704,0.10166709117051714,0.031735621409639064,0.10645757780327375,0.09847787968741692,0.03632981001586954,0.07703090649714772,0.21792164431070832
2024-12-01,0.00355419822599198,0.0036866127677824844,0.26205197469456765,0.09601382483885884,0.031107480706121477,0.10991235167262049,0.09957712591857269,0.04810744820682432,0.08017161001473566,0.26581737295392444
2025-01-01,0.003571908997289511,0.0024980232273704396,0.2717915869992244,0.09626636731847178,0.018553167674142383,0.1314932544759076,0.08133568743660882,0.062120604030125925,0.0585047771729309,0.27386462266792827
